filename: p262_189.txt
x_pixel:      262
y_pixel:      189
diff2_ts/diff2_ts.tab
slope (units per day):   -5.7889e-05
intercept (dt=0.0):      -4.1176e-03
std. deviation:           3.4759e-03
index      time ISO8601         JD 1-Jan-1970      JD start       data       linear model
******************************************************************************************
   0  2019-11-23T12:03:12.831   18223.502232       0.000000   -4.41380e-15   -4.11762e-03
   1  2019-12-05T12:03:12.260   18235.502225      11.999993    3.35164e-04   -4.81228e-03
   2  2019-12-17T12:03:11.881   18247.502221      23.999989   -1.20254e-03   -5.50695e-03
   3  2019-12-29T12:03:11.381   18259.502215      35.999983   -6.31306e-03   -6.20161e-03
   4  2020-01-10T12:03:10.929   18271.502210      47.999978   -4.59642e-03   -6.89628e-03
   5  2020-01-22T12:03:10.510   18283.502205      59.999973   -6.75805e-03   -7.59094e-03
   6  2020-02-03T12:03:10.136   18295.502201      71.999969   -8.05148e-03   -8.28560e-03
   7  2020-02-15T12:03:09.790   18307.502197      83.999965   -8.41272e-03   -8.98027e-03
   8  2020-02-27T12:03:09.526   18319.502194      95.999962   -6.21573e-03   -9.67493e-03
   9  2020-03-10T12:03:09.782   18331.502197     107.999965   -1.62836e-02   -1.03696e-02
  10  2020-03-22T12:03:09.959   18343.502199     119.999967   -1.14505e-02   -1.10643e-02
  11  2020-04-03T12:03:10.197   18355.502201     131.999970   -1.30293e-02   -1.17589e-02
  12  2020-04-15T12:03:10.605   18367.502206     143.999974   -1.49831e-02   -1.24536e-02
  13  2020-04-27T12:03:11.121   18379.502212     155.999980   -1.51391e-02   -1.31483e-02
  14  2020-05-09T12:03:11.621   18391.502218     167.999986   -1.74682e-02   -1.38429e-02
  15  2020-05-21T12:03:12.407   18403.502227     179.999995   -1.43183e-02   -1.45376e-02
  16  2020-06-02T12:03:13.070   18415.502235     192.000003   -2.07510e-02   -1.52322e-02
  17  2020-06-14T12:03:13.912   18427.502244     204.000013   -2.02723e-02   -1.59269e-02
  18  2020-06-26T12:03:14.535   18439.502252     216.000020   -1.82823e-02   -1.66216e-02
  19  2020-07-08T12:03:15.177   18451.502259     228.000027   -2.22843e-02   -1.73162e-02
  20  2020-07-20T12:03:16.007   18463.502269     240.000037   -2.60268e-02   -1.80109e-02
  21  2020-08-01T12:03:16.773   18475.502277     252.000046   -1.72458e-02   -1.87056e-02
  22  2020-08-13T12:03:17.395   18487.502285     264.000053   -1.20183e-02   -1.94002e-02
  23  2020-08-25T12:03:18.160   18499.502294     276.000062   -2.10034e-02   -2.00949e-02
  24  2020-09-06T12:03:18.632   18511.502299     288.000067   -1.99170e-02   -2.07896e-02
  25  2020-09-18T12:03:19.036   18523.502304     300.000072   -2.88352e-02   -2.14842e-02
  26  2020-09-30T12:03:19.321   18535.502307     312.000075   -2.18352e-02   -2.21789e-02
  27  2020-10-12T12:03:19.672   18547.502311     324.000079   -1.91149e-02   -2.28736e-02
  28  2020-10-24T12:03:19.572   18559.502310     336.000078   -1.91645e-02   -2.35682e-02
  29  2020-11-05T12:03:19.437   18571.502308     348.000076   -2.02203e-02   -2.42629e-02
  30  2020-11-17T12:03:19.242   18583.502306     360.000074   -2.40062e-02   -2.49576e-02
  31  2020-11-29T12:03:18.770   18595.502301     372.000069   -2.53890e-02   -2.56522e-02
  32  2020-12-11T12:03:18.418   18607.502297     384.000065   -2.48180e-02   -2.63469e-02
  33  2020-12-23T12:03:17.757   18619.502289     396.000057   -2.68045e-02   -2.70415e-02
  34  2021-01-04T12:03:17.175   18631.502282     408.000050   -2.66661e-02   -2.77362e-02
  35  2021-01-16T12:03:16.658   18643.502276     420.000044   -3.10263e-02   -2.84309e-02
  36  2021-01-28T12:03:16.323   18655.502272     432.000040   -3.52847e-02   -2.91255e-02
  37  2021-02-09T12:03:15.955   18667.502268     444.000036   -2.89331e-02   -2.98202e-02
  38  2021-02-21T12:03:15.614   18679.502264     456.000032   -2.88320e-02   -3.05149e-02
  39  2021-03-05T12:03:15.509   18691.502263     468.000031   -2.84106e-02   -3.12095e-02
  40  2021-03-17T12:03:15.503   18703.502263     480.000031   -2.68028e-02   -3.19042e-02
  41  2021-03-29T12:03:15.887   18715.502267     492.000035   -3.24176e-02   -3.25989e-02
  42  2021-04-10T12:03:16.357   18727.502273     504.000041   -3.42972e-02   -3.32935e-02
  43  2021-04-22T12:03:16.898   18739.502279     516.000047   -3.37816e-02   -3.39882e-02
