filename: p209_189.txt
x_pixel:      209
y_pixel:      189
diff2_ts/diff2_ts.tab
slope (units per day):   -7.6255e-05
intercept (dt=0.0):      -3.3575e-03
std. deviation:           1.9615e-03
index      time ISO8601         JD 1-Jan-1970      JD start       data       linear model
******************************************************************************************
   0  2018-06-13T12:03:01.188   17695.502097       0.000000   -4.41380e-15   -3.35746e-03
   1  2018-06-25T12:03:01.872   17707.502105      12.000008   -2.28879e-03   -4.27253e-03
   2  2018-07-07T12:03:02.350   17719.502111      24.000013   -3.02950e-03   -5.18759e-03
   3  2018-07-19T12:03:03.285   17731.502121      36.000024   -4.08263e-03   -6.10265e-03
   4  2018-07-31T12:03:03.874   17743.502128      48.000031   -5.92195e-03   -7.01772e-03
   5  2018-08-12T12:03:04.619   17755.502137      60.000040   -7.75173e-03   -7.93278e-03
   6  2018-08-24T12:03:05.273   17767.502144      72.000047   -8.89638e-03   -8.84784e-03
   7  2018-09-05T12:03:06.025   17779.502153      84.000056   -9.87467e-03   -9.76291e-03
   8  2018-09-29T12:03:06.543   17803.502159     108.000062   -1.29711e-02   -1.15930e-02
   9  2018-10-11T12:03:06.854   17815.502163     120.000066   -1.49933e-02   -1.25081e-02
  10  2018-10-23T12:03:06.885   17827.502163     132.000066   -1.48843e-02   -1.34232e-02
  11  2018-11-04T12:03:06.797   17839.502162     144.000065   -1.41949e-02   -1.43382e-02
  12  2018-11-16T12:03:06.526   17851.502159     156.000062   -1.44546e-02   -1.52533e-02
  13  2018-11-28T12:03:05.971   17863.502152     168.000055   -1.58158e-02   -1.61683e-02
  14  2018-12-10T12:03:05.613   17875.502148     180.000051   -1.72596e-02   -1.70834e-02
  15  2018-12-22T12:03:05.295   17887.502145     192.000048   -1.93391e-02   -1.79985e-02
  16  2019-01-03T12:03:04.847   17899.502139     204.000042   -2.04822e-02   -1.89135e-02
  17  2019-01-15T12:03:04.438   17911.502135     216.000038   -2.01942e-02   -1.98286e-02
  18  2019-01-27T12:03:04.102   17923.502131     228.000034   -2.02220e-02   -2.07437e-02
  19  2019-02-08T12:03:03.449   17935.502123     240.000026   -2.12313e-02   -2.16587e-02
  20  2019-02-20T12:03:03.397   17947.502123     252.000026   -2.27044e-02   -2.25738e-02
  21  2019-03-04T12:03:03.538   17959.502124     264.000027   -2.25642e-02   -2.34888e-02
  22  2019-03-16T12:03:03.497   17971.502124     276.000027   -2.23922e-02   -2.44039e-02
  23  2019-03-28T12:03:03.854   17983.502128     288.000031   -2.41527e-02   -2.53190e-02
  24  2019-04-09T12:03:03.945   17995.502129     300.000032   -2.70730e-02   -2.62340e-02
  25  2019-04-21T12:03:04.562   18007.502136     312.000039   -2.92322e-02   -2.71491e-02
  26  2019-05-03T12:03:05.041   18019.502142     324.000045   -2.99313e-02   -2.80642e-02
  27  2019-05-15T12:03:05.522   18031.502147     336.000050   -3.11739e-02   -2.89792e-02
  28  2019-05-27T12:03:06.124   18043.502154     348.000057   -3.38219e-02   -2.98943e-02
  29  2019-06-08T12:03:06.679   18055.502161     360.000064   -3.57196e-02   -3.08093e-02
  30  2019-06-20T12:03:07.417   18067.502169     372.000072   -3.53074e-02   -3.17244e-02
  31  2019-07-02T12:03:08.212   18079.502178     384.000081   -3.44289e-02   -3.26395e-02
  32  2019-07-14T12:03:08.943   18091.502187     396.000090   -3.48445e-02   -3.35545e-02
  33  2019-07-26T12:03:09.695   18103.502196     408.000098   -3.63318e-02   -3.44696e-02
  34  2019-08-07T12:03:10.599   18115.502206     420.000109   -3.72638e-02   -3.53847e-02
  35  2019-08-19T12:03:11.327   18127.502214     432.000117   -3.62249e-02   -3.62997e-02
  36  2019-08-31T12:03:11.793   18139.502220     444.000123   -3.51656e-02   -3.72148e-02
  37  2019-09-12T12:03:12.295   18151.502226     456.000129   -3.52696e-02   -3.81298e-02
  38  2019-09-24T12:03:12.892   18163.502233     468.000135   -3.60407e-02   -3.90449e-02
  39  2019-10-06T12:03:13.115   18175.502235     480.000138   -3.81421e-02   -3.99600e-02
  40  2019-10-18T12:03:13.056   18187.502234     492.000137   -4.05530e-02   -4.08750e-02
  41  2019-10-30T12:03:13.111   18199.502235     504.000138   -4.22195e-02   -4.17901e-02
  42  2019-11-11T12:03:13.152   18211.502236     516.000138   -4.32072e-02   -4.27052e-02
  43  2019-11-23T12:03:12.831   18223.502232     528.000135   -4.18680e-02   -4.36202e-02
  44  2019-12-05T12:03:12.260   18235.502225     540.000128   -4.06983e-02   -4.45353e-02
  45  2019-12-17T12:03:11.881   18247.502221     552.000124   -4.18710e-02   -4.54503e-02
  46  2019-12-29T12:03:11.381   18259.502215     564.000118   -4.65811e-02   -4.63654e-02
